0 0
1 55
2 161
3 98
4 78
5 60
6 66
7 35
8 38
9 27
10 27
11 21
12 14
13 20
14 13
15 18
16 7
17 12
18 6
19 6
20 3
21 4
22 1
23 3
24 1
25 1
26 4
27 1
28 1
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
